,sample_id,project_id,assembly_id,sample_name,sample_type,environment,isolation_source,technology,latitude_and_longitude,location,country,city,host,species,collected_date,platform,altitude,host_disease,data_type,download
3182,CNS0704400,CNP0004049,CNA0064358,GOMC.bin.4097,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704400/
3183,CNS0704401,CNP0004049,CNA0064363,GOMC.bin.4098,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__JAADDL01;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704401/
3184,CNS0704402,CNP0004049,CNA0064372,GOMC.bin.4099,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704402/
3185,CNS0704403,CNP0004049,CNA0064377,GOMC.bin.4100,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__UBA11858;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704403/
3186,CNS0704405,CNP0004049,CNA0064385,GOMC.bin.4102,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704405/
3187,CNS0704406,CNP0004049,CNA0064389,GOMC.bin.4103,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__JAADEQ01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704406/
3188,CNS0704408,CNP0004049,CNA0064401,GOMC.bin.4105,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__Oceanithermus;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704408/
3189,CNS0704409,CNP0004049,CNA0064406,GOMC.bin.4106,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__B16-G9;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704409/
3190,CNS0704410,CNP0004049,CNA0064412,GOMC.bin.4107,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__DUUL01;g__S145-42;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704410/
3191,CNS0704411,CNP0004049,CNA0064417,GOMC.bin.4108,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Thermopetrobacteraceae;g__Thermopetrobacter;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704411/
3192,CNS0704412,CNP0004049,CNA0064422,GOMC.bin.4109,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__SZUA-6;f__SZUA-6;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704412/
3193,CNS0704413,CNP0004049,CNA0064427,GOMC.bin.4110,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae_A;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704413/
3194,CNS0704414,CNP0004049,CNA0064432,GOMC.bin.4111,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704414/
3195,CNS0704415,CNP0004049,CNA0064437,GOMC.bin.4112,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Desulfobacterota_G;c__;o__;f__;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704415/
3196,CNS0704416,CNP0004049,CNA0064442,GOMC.bin.4113,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__S017-3;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704416/
3197,CNS0704417,CNP0004049,CNA0064447,GOMC.bin.4114,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704417/
3198,CNS0704418,CNP0004049,CNA0064452,GOMC.bin.4115,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__DUUL01;g__S145-42;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704418/
3199,CNS0704419,CNP0004049,CNA0064458,GOMC.bin.4116,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WAKM01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704419/
3200,CNS0704420,CNP0004049,CNA0064463,GOMC.bin.4117,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__JAADDG01;g__JAADDG01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704420/
3201,CNS0704421,CNP0004049,CNA0064469,GOMC.bin.4118,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704421/
3202,CNS0704422,CNP0004049,CNA0064474,GOMC.bin.4119,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DRMV01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704422/
3203,CNS0704423,CNP0004049,CNA0064479,GOMC.bin.4120,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2100;g__S143-145;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704423/
3204,CNS0704424,CNP0004049,CNA0064484,GOMC.bin.4121,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1556;g__QNXT01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704424/
3205,CNS0704425,CNP0004049,CNA0064489,GOMC.bin.4122,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA4473;f__UBA4473;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704425/
3206,CNS0704404,CNP0004049,CNA0064381,GOMC.bin.4101,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__WOR-3;c__Hydrothermia;o__UBA1063;f__WFZT01;g__WFZT01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704404/
3207,CNS0704426,CNP0004049,CNA0064493,GOMC.bin.4123,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__JAADCZ01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704426/
3208,CNS0704428,CNP0004049,CNA0064504,GOMC.bin.4125,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__JAAXPZ01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704428/
3209,CNS0704429,CNP0004049,CNA0064509,GOMC.bin.4126,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704429/
3210,CNS0704430,CNP0004049,CNA0064514,GOMC.bin.4127,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704430/
3211,CNS0704431,CNP0004049,CNA0064519,GOMC.bin.4128,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Acidobacteriota;c__Mor1;o__J045;f__J045;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704431/
3212,CNS0704432,CNP0004049,CNA0064524,GOMC.bin.4129,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Ignisphaeraceae;g__JAADCV01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704432/
3213,CNS0704433,CNP0004049,CNA0064529,GOMC.bin.4130,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAADJA01;g__JAADJA01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704433/
3214,CNS0704434,CNP0004049,CNA0064534,GOMC.bin.4131,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermocladiaceae;g__JAADER01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704434/
3215,CNS0704435,CNP0004049,CNA0064539,GOMC.bin.4132,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__QNZT01;g__QNZU01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704435/
3216,CNS0704436,CNP0004049,CNA0064544,GOMC.bin.4133,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__Desulfatiglandaceae;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704436/
3217,CNS0704437,CNP0004049,CNA0064548,GOMC.bin.4134,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermocladiaceae;g__JAADER01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704437/
3218,CNS0704439,CNP0004049,CNA0064558,GOMC.bin.4136,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Desulfobacterota_C;c__S145-22;o__S145-22;f__S145-22;g__S145-22;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704439/
3219,CNS0704440,CNP0004049,CNA0064563,GOMC.bin.4137,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704440/
3220,CNS0704441,CNP0004049,CNA0064567,GOMC.bin.4138,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__SZUA-53;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704441/
3221,CNS0704443,CNP0004049,CNA0064578,GOMC.bin.4140,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__JAADDG01;g__JAADDG01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704443/
3222,CNS0704444,CNP0004049,CNA0064584,GOMC.bin.4141,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__J102;f__J102;g__M2005;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704444/
3223,CNS0704445,CNP0004049,CNA0064590,GOMC.bin.4142,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__S144-17;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704445/
3224,CNS0704446,CNP0004049,CNA0064595,GOMC.bin.4143,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__BM303;g__BM303;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704446/
3225,CNS0704447,CNP0004049,CNA0064601,GOMC.bin.4144,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704447/
3226,CNS0704448,CNP0004049,CNA0064606,GOMC.bin.4145,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704448/
3227,CNS0704449,CNP0004049,CNA0064611,GOMC.bin.4146,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704449/
3228,CNS0704450,CNP0004049,CNA0064616,GOMC.bin.4147,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WAKM01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704450/
3229,CNS0704451,CNP0004049,CNA0064620,GOMC.bin.4148,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Myxococcota_A;c__;o__;f__;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704451/
3230,CNS0704452,CNP0004049,CNA0064624,GOMC.bin.4149,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704452/
3231,CNS0704453,CNP0004049,CNA0064629,GOMC.bin.4150,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704453/
3232,CNS0704454,CNP0004049,CNA0064634,GOMC.bin.4151,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__S143-107;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704454/
3233,CNS0704455,CNP0004049,CNA0064638,GOMC.bin.4152,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Planctomycetota;c__UBA1135;o__;f__;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704455/
3234,CNS0704456,CNP0004049,CNA0064642,GOMC.bin.4153,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__1-14-2-50-31-20;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704456/
3235,CNS0704457,CNP0004049,CNA0064648,GOMC.bin.4154,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__PJMF01;g__WFTH01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704457/
3236,CNS0704459,CNP0004049,CNA0064660,GOMC.bin.4156,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704459/
3237,CNS0704460,CNP0004049,CNA0064665,GOMC.bin.4157,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Pyrodictiaceae;g__JAADEY01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704460/
3238,CNS0704461,CNP0004049,CNA0064669,GOMC.bin.4158,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704461/
3239,CNS0704462,CNP0004049,CNA0064674,GOMC.bin.4159,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DRMK01;f__DRMK01;g__DRMK01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704462/
3240,CNS0704463,CNP0004049,CNA0064679,GOMC.bin.4160,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfatatoraceae;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704463/
3241,CNS0704464,CNP0004049,CNA0064684,GOMC.bin.4161,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__J102;f__J102;g__M2005;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704464/
3242,CNS0704465,CNP0004049,CNA0064689,GOMC.bin.4162,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Thiolapillus;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704465/
3243,CNS0704466,CNP0004049,CNA0064696,GOMC.bin.4163,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAADDB01;f__JAADDB01;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704466/
3244,CNS0704467,CNP0004049,CNA0064701,GOMC.bin.4164,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__DRPN01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704467/
3245,CNS0704468,CNP0004049,CNA0064707,GOMC.bin.4165,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__QOAL01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704468/
3246,CNS0704469,CNP0004049,CNA0064712,GOMC.bin.4166,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__JAADEN01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704469/
3247,CNS0704470,CNP0004049,CNA0064716,GOMC.bin.4167,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_C;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704470/
3248,CNS0704471,CNP0004049,CNA0064721,GOMC.bin.4168,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__WGAL01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704471/
3249,CNS0704472,CNP0004049,CNA0064727,GOMC.bin.4169,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__QOAL01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704472/
3250,CNS0704473,CNP0004049,CNA0064731,GOMC.bin.4170,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Thiolapillus;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704473/
3251,CNS0704474,CNP0004049,CNA0064737,GOMC.bin.4171,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Thermosulfidibacterota;c__Thermosulfidibacteria;o__Thermosulfidibacterales;f__;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704474/
3252,CNS0704475,CNP0004049,CNA0064742,GOMC.bin.4172,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Nitratifractor;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704475/
3253,CNS0704476,CNP0004049,CNA0064747,GOMC.bin.4173,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Hydrogenimonadaceae;g__Hydrogenimonas;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704476/
3254,CNS0704477,CNP0004049,CNA0064752,GOMC.bin.4174,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Campylobacterota;c__Desulfurellia;o__Desulfurellales;f__Hippeaceae;g__;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704477/
3255,CNS0704478,CNP0004049,CNA0064756,GOMC.bin.4175,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__WALU01;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704478/
3256,CNS0704479,CNP0004049,CNA0064763,GOMC.bin.4176,marine metagenome,Ocean,,metagenome,47.57 N 129.59 W,Pacific Ocean,,,,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__CAIRYL01;f__CAIRYL01;g__SZUA-1403;s__,2010-07-19,,,,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704479/
